VehId,Trip,window_id,duration_s,sample_count,mean_speed_kmh,max_speed_kmh,std_speed_kmh,mean_pos_accel_ms2,max_pos_accel_ms2,mean_neg_accel_ms2,min_neg_accel_ms2,hard_braking_events,hard_braking_rate_min,rapid_accel_events,rapid_accel_rate_min,high_jerk_events,idle_ratio,mean_power_kw,total_energy_kwh,cluster_id,cluster_label,pca_x,pca_y
455,2092,5,103.0,83,8.87,21.97,7.4,0.403,0.984,-0.495,-1.333,0,0.0,0,0.0,0,0.265,1.24,0.0331,0,Econômico / Suave,-2.2215068032271104,-1.239316545272001
455,2092,6,86.0,46,5.63,27.57,9.4,0.802,2.005,-0.774,-1.409,0,0.0,1,0.7,0,0.674,1.73,0.0284,1,Moderado / Regular,0.37880505183709756,-2.6136207381422816
455,2092,7,102.0,61,15.75,64.51,23.81,0.741,1.747,0.0,0.0,0,0.0,0,0.0,0,0.623,7.52,0.1337,1,Moderado / Regular,0.7928579548734733,-0.8872503888911067
455,2092,8,115.0,115,58.81,74.21,15.03,0.317,0.644,-0.689,-2.347,3,1.57,0,0.0,0,0.009,3.98,0.1272,0,Econômico / Suave,-1.2019133082546016,2.2072477040227585
455,2092,9,119.0,81,6.45,19.22,6.65,0.743,1.407,-0.531,-1.449,0,0.0,0,0.0,0,0.432,2.0,0.0528,1,Moderado / Regular,-0.9746210601760075,-2.1806227511864638
455,2092,10,103.0,80,7.9,24.3,7.3,0.335,1.079,-0.432,-1.016,0,0.0,0,0.0,0,0.338,1.25,0.032,0,Econômico / Suave,-2.3161553625886717,-1.201166179286663
455,2092,11,93.0,59,8.49,31.62,11.8,0.654,1.235,-0.696,-1.678,0,0.0,0,0.0,0,0.576,1.85,0.0362,1,Moderado / Regular,-0.9764343371706599,-1.5702766511136572
455,2092,12,87.0,51,13.36,55.32,18.35,0.915,1.851,-0.464,-0.582,0,0.0,0,0.0,0,0.569,6.0,0.0953,1,Moderado / Regular,0.9144849189220497,-1.6657009330863959
455,2092,13,120.0,120,47.69,77.42,18.47,0.596,1.747,-0.686,-1.904,0,0.0,0,0.0,0,0.0,7.13,0.2376,1,Moderado / Regular,0.4278424637427165,0.6978731838199483
455,2092,14,120.0,120,38.36,55.06,10.25,0.569,1.969,-0.744,-2.631,5,2.5,0,0.0,0,0.0,3.8,0.1268,1,Moderado / Regular,0.47776469178689895,0.12053838680349058
